id,handle,nexternal_id,internal_memo,author,price,related_handles
11141943114,alpha-omega-lifepac-11th-grade-math-set-of-10-workbooks,4790,"Added 11/27/11 by CSM.<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141943370,alpha-omega-lifepac-11th-grade-science,267,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141943434,alpha-omega-lifepac-11th-grade-science-chemistry-teachers-edition,7546,,,,
11141943754,alpha-omega-lifepac-11th-grade-science-set-of-10-workbooks,4801,"Added 11/27/11 by CSM.<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141943882,alpha-omega-lifepac-12th-grade-bible,269,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141944202,alpha-omega-lifepac-12th-grade-bible-set-of-10-workbooks,4653,"Added 10/17/11 by CSM.<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141943946,alpha-omega-lifepac-12th-grade-bible-teachers-edition,7548,,,,
11141944650,alpha-omega-lifepac-12th-grade-history-geography-government-economics,270,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141944714,alpha-omega-lifepac-12th-grade-history-geography-government-economics-teachers-edition,7547,,,,
11141944458,alpha-omega-lifepac-12th-grade-history-geography-set-of-10-workbooks,4760,"Added 11/22/11 by CSM.<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141944970,alpha-omega-lifepac-12th-grade-language-arts,272,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $48.36<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $48.36<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141945098,alpha-omega-lifepac-12th-grade-language-arts-set-of-10-workbooks,4780,Added on 11/27/11. - CSM<br />,,,
11141945162,alpha-omega-lifepac-12th-grade-language-arts-teachers-edition,7551,,,,
11141945482,alpha-omega-lifepac-12th-grade-math-pre-calculus-or-advanced-mathematics,273,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $48.36<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $48.36<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141945546,alpha-omega-lifepac-12th-grade-math-pre-calculus-or-advanced-mathematics-teachers-edition,7549,,,,
11141945290,alpha-omega-lifepac-12th-grade-math-set-of-10-workbooks,4791,"Added 11/27/11 by CSM.<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141945802,alpha-omega-lifepac-12th-grade-science-physics,271,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141945866,alpha-omega-lifepac-12th-grade-science-physics-teachers-edition,7550,,,,
11141946058,alpha-omega-lifepac-12th-grade-science-set-of-10-workbooks,4802,"Added 11/27/11 by CSM.<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141946314,alpha-omega-lifepac-1st-grade-bible,274,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141946506,alpha-omega-lifepac-1st-grade-history-geography,275,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141946698,alpha-omega-lifepac-1st-grade-language-arts,276,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $81.79<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $81.79<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141946890,alpha-omega-lifepac-1st-grade-math,277,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141947082,alpha-omega-lifepac-1st-grade-science,278,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141947274,alpha-omega-lifepac-2nd-grade-bible,279,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141947402,alpha-omega-lifepac-2nd-grade-history-geography,280,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141947658,alpha-omega-lifepac-2nd-grade-language-arts,281,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141947786,alpha-omega-lifepac-2nd-grade-math,282,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141948042,alpha-omega-lifepac-2nd-grade-science,283,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141948234,alpha-omega-lifepac-3rd-grade-bible,284,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141948426,alpha-omega-lifepac-3rd-grade-history-geography,285,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141948682,alpha-omega-lifepac-3rd-grade-language-arts,286,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141948938,alpha-omega-lifepac-3rd-grade-math,287,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141949066,alpha-omega-lifepac-3rd-grade-science,288,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141949258,alpha-omega-lifepac-4th-grade-bible,289,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141949450,alpha-omega-lifepac-4th-grade-history-geography,290,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.95<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.95<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141949770,alpha-omega-lifepac-4th-grade-language-arts,291,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141949898,alpha-omega-lifepac-4th-grade-math,292,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $43.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141950026,alpha-omega-lifepac-4th-grade-science,293,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.95<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.95<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141950218,alpha-omega-lifepac-4th-grade-science-experiments-dvd,248,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $17.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $17.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141950666,alpha-omega-lifepac-5th-grade-bible,295,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141950346,alpha-omega-lifepac-5th-grade-history-geography,294,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $43.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $43.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141950794,alpha-omega-lifepac-5th-grade-language-arts,296,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141951178,alpha-omega-lifepac-5th-grade-math,297,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $43.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141951434,alpha-omega-lifepac-5th-grade-science,298,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $43.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $43.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141951690,alpha-omega-lifepac-5th-grade-science-experiments-dvd,250,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $17.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $17.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141951882,alpha-omega-lifepac-6th-grade-bible,299,,,,
11141952010,alpha-omega-lifepac-6th-grade-history-geography,300,,,,
11141952266,alpha-omega-lifepac-6th-grade-language-arts,301,,,,
11141952586,alpha-omega-lifepac-6th-grade-math,302,,,,
